address,real_address,prefix,number,tagname,description,tag_type,Source,SCADA_tagname
481.09,481.09,,481.09,EXT_ADDR_481_09,,BOOL,PLC,[]
481.1,481.10,,481.10,EXT_ADDR_481_1,,BOOL,PLC,[]
481.11,481.11,,481.11,EXT_ADDR_481_11,,BOOL,PLC,[]
481.12,481.12,,481.12,EXT_ADDR_481_12,,BOOL,PLC,[]
481.13,481.13,,481.13,EXT_ADDR_481_13,,BOOL,PLC,[]
481.14,481.14,,481.14,EXT_ADDR_481_14,,BOOL,PLC,[]
481.15,481.15,,481.15,EXT_ADDR_481_15,,BOOL,PLC,[]
482,482,,482,EXT_ADDR_482,,BOOL,PLC,[]
482.01,482.01,,482.01,EXT_ADDR_482_01,,BOOL,PLC,[]
482.02,482.02,,482.02,EXT_ADDR_482_02,,BOOL,PLC,[]
482.03,482.03,,482.03,EXT_ADDR_482_03,,BOOL,PLC,[]
482.04,482.04,,482.04,EXT_ADDR_482_04,,BOOL,PLC,[]
482.05,482.05,,482.05,EXT_ADDR_482_05,,BOOL,PLC,[]
482.06,482.06,,482.06,EXT_ADDR_482_06,,BOOL,PLC,[]
482.07,482.07,,482.07,EXT_ADDR_482_07,,BOOL,PLC,[]
482.08,482.08,,482.08,EXT_ADDR_482_08,,BOOL,PLC,[]
482.09,482.09,,482.09,EXT_ADDR_482_09,,BOOL,PLC,[]
482.1,482.10,,482.10,EXT_ADDR_482_1,,BOOL,PLC,[]
482.11,482.11,,482.11,EXT_ADDR_482_11,,BOOL,PLC,[]
482.12,482.12,,482.12,EXT_ADDR_482_12,,BOOL,PLC,[]
482.13,482.13,,482.13,EXT_ADDR_482_13,,BOOL,PLC,[]
482.14,482.14,,482.14,EXT_ADDR_482_14,,BOOL,PLC,[]
482.15,482.15,,482.15,EXT_ADDR_482_15,,BOOL,PLC,[]
484,484,,484,EXT_ADDR_484,,BOOL,PLC,[]
484.01,484.01,,484.01,EXT_ADDR_484_01,,BOOL,BOTH,['EXT_1_4_WFSKIP']
484.02,484.02,,484.02,EXT_ADDR_484_02,,BOOL,BOTH,['EXT_2_3_WFSKIP']
484.03,484.03,,484.03,EXT_ADDR_484_03,,BOOL,BOTH,['EXT_2_4_WFSKIP']
484.04,484.04,,484.04,EXT_ADDR_484_04,,BOOL,BOTH,['EXT_3_3_WFSKIP']
484.05,484.05,,484.05,EXT_ADDR_484_05,,BOOL,PLC,[]
484.06,484.06,,484.06,EXT_ADDR_484_06,,BOOL,BOTH,['EXT_4_3_WFSKIP']
484.07,484.07,,484.07,EXT_ADDR_484_07,,BOOL,PLC,[]
484.08,484.08,,484.08,EXT_ADDR_484_08,,BOOL,BOTH,['EXT_4_4_WFSKIP']
484.09,484.09,,484.09,EXT_ADDR_484_09,,BOOL,BOTH,['EXT_3_4_WFSKIP']
484.1,484.10,,484.10,EXT_ADDR_484_1,,BOOL,PLC,[]
484.11,484.11,,484.11,EXT_ADDR_484_11,,BOOL,PLC,[]
485,485,,485,EXT_ADDR_485,,BOOL,PLC,[]
485.01,485.01,,485.01,EXT_ADDR_485_01,,BOOL,PLC,[]
485.02,485.02,,485.02,EXT_ADDR_485_02,,BOOL,PLC,[]
485.03,485.03,,485.03,EXT_ADDR_485_03,,BOOL,PLC,[]
485.04,485.04,,485.04,EXT_ADDR_485_04,,BOOL,PLC,[]
485.05,485.05,,485.05,EXT_ADDR_485_05,,BOOL,PLC,[]
485.08,485.08,,485.08,EXT_ADDR_485_08,,BOOL,PLC,[]
485.11,485.11,,485.11,EXT_ADDR_485_11,,BOOL,PLC,[]
485.12,485.12,,485.12,EXT_ADDR_485_12,,BOOL,PLC,[]
485.13,485.13,,485.13,EXT_ADDR_485_13,,BOOL,PLC,[]
485.14,485.14,,485.14,EXT_ADDR_485_14,,BOOL,PLC,[]
485.15,485.15,,485.15,EXT_ADDR_485_15,,BOOL,PLC,[]
486,486,,486,EXT_ADDR_486,,BOOL,PLC,[]
486.11,486.11,,486.11,EXT_ADDR_486_11,,BOOL,PLC,[]
487,487,,487,EXT_ADDR_487,,BOOL,PLC,[]
487.02,487.02,,487.02,EXT_ADDR_487_02,,BOOL,PLC,[]
488,488,,488,EXT_ADDR_488,,BOOL,PLC,[]
488.04,488.04,,488.04,EXT_ADDR_488_04,,BOOL,PLC,[]
488.12,488.12,,488.12,EXT_ADDR_488_12,,BOOL,PLC,[]
490,490,,490,EXT_ADDR_490,,BOOL,PLC,[]
490.05,490.05,,490.05,EXT_ADDR_490_05,,BOOL,PLC,[]
490.07,490.07,,490.07,EXT_ADDR_490_07,,BOOL,PLC,[]
490.11,490.11,,490.11,EXT_ADDR_490_11,,BOOL,PLC,[]
491,491,,491,EXT_ADDR_491,,BOOL,PLC,[]
491.05,491.05,,491.05,EXT_ADDR_491_05,,BOOL,PLC,[]
491.08,491.08,,491.08,EXT_ADDR_491_08,,BOOL,PLC,[]
491.14,491.14,,491.14,EXT_ADDR_491_14,,BOOL,PLC,[]
492,492,,492,EXT_ADDR_492,,BOOL,PLC,[]
492.08,492.08,,492.08,EXT_ADDR_492_08,,BOOL,PLC,[]
492.11,492.11,,492.11,EXT_ADDR_492_11,,BOOL,PLC,[]
493,493,,493,EXT_ADDR_493,,BOOL,PLC,[]
493.02,493.02,,493.02,EXT_ADDR_493_02,,BOOL,PLC,[]
493.13,493.13,,493.13,EXT_ADDR_493_13,,BOOL,PLC,[]
494,494,,494,EXT_ADDR_494,,BOOL,PLC,[]
494.04,494.04,,494.04,EXT_ADDR_494_04,,BOOL,PLC,[]
494.05,494.05,,494.05,EXT_ADDR_494_05,,BOOL,PLC,[]
494.07,494.07,,494.07,EXT_ADDR_494_07,,BOOL,PLC,[]
494.11,494.11,,494.11,EXT_ADDR_494_11,,BOOL,PLC,[]
494.12,494.12,,494.12,EXT_ADDR_494_12,,BOOL,PLC,[]
494.14,494.14,,494.14,EXT_ADDR_494_14,,BOOL,BOTH,['EXT_BATCH_RESET_3_END_DI']
495,495,,495,EXT_ADDR_495,,BOOL,PLC,[]
495.05,495.05,,495.05,EXT_ADDR_495_05,,BOOL,PLC,[]
495.06,495.06,,495.06,EXT_ADDR_495_06,,BOOL,BOTH,['EXT_BATCH_RESET_4_END_DI']
495.08,495.08,,495.08,EXT_ADDR_495_08,,BOOL,PLC,[]
495.14,495.14,,495.14,EXT_ADDR_495_14,,BOOL,PLC,[]
496,496,,496,EXT_ADDR_496,,BOOL,PLC,[]
496.11,496.11,,496.11,EXT_ADDR_496_11,,BOOL,PLC,[]
497,497,,497,EXT_ADDR_497,,BOOL,PLC,[]
497.02,497.02,,497.02,EXT_ADDR_497_02,,BOOL,PLC,[]
498,498,,498,EXT_ADDR_498,,BOOL,PLC,[]
498.04,498.04,,498.04,EXT_ADDR_498_04,,BOOL,PLC,[]
498.12,498.12,,498.12,EXT_ADDR_498_12,,BOOL,PLC,[]
500,500,,500,EXT_ADDR_500,,BOOL,PLC,[]
500.05,500.05,,500.05,EXT_ADDR_500_05,,BOOL,PLC,[]
500.07,500.07,,500.07,EXT_ADDR_500_07,,BOOL,PLC,[]
500.11,500.11,,500.11,EXT_ADDR_500_11,,BOOL,PLC,[]
501,501,,501,EXT_ADDR_501,,BOOL,PLC,[]
501.05,501.05,,501.05,EXT_ADDR_501_05,,BOOL,PLC,[]
501.08,501.08,,501.08,EXT_ADDR_501_08,,BOOL,PLC,[]
501.14,501.14,,501.14,EXT_ADDR_501_14,,BOOL,PLC,[]
502,502,,502,EXT_ADDR_502,,BOOL,PLC,[]
502.08,502.08,,502.08,EXT_ADDR_502_08,,BOOL,PLC,[]
502.11,502.11,,502.11,EXT_ADDR_502_11,,BOOL,PLC,[]
503,503,,503,EXT_ADDR_503,,BOOL,PLC,[]
503.02,503.02,,503.02,EXT_ADDR_503_02,,BOOL,PLC,[]
503.13,503.13,,503.13,EXT_ADDR_503_13,,BOOL,PLC,[]
504,504,,504,EXT_ADDR_504,,BOOL,PLC,[]
504.04,504.04,,504.04,EXT_ADDR_504_04,,BOOL,PLC,[]
504.12,504.12,,504.12,EXT_ADDR_504_12,,BOOL,PLC,[]
505,505,,505,EXT_ADDR_505,,BOOL,PLC,[]
505.05,505.05,,505.05,EXT_ADDR_505_05,,BOOL,BOTH,['EXT_BATCH_RESET_1_END_DI']
505.06,505.06,,505.06,EXT_ADDR_505_06,,BOOL,BOTH,['EXT_BATCH_RESET_2_END_DI']
505.13,505.13,,505.13,EXT_ADDR_505_13,,BOOL,BOTH,['EXT_STK_1_2_LOW_COND_INTLK']
505.14,505.14,,505.14,EXT_ADDR_505_14,,BOOL,PLC,[]
505.15,505.15,,505.15,EXT_ADDR_505_15,,BOOL,PLC,[]
506,506,,506,EXT_ADDR_506,,BOOL,PLC,[]
506.01,506.01,,506.01,EXT_ADDR_506_01,,BOOL,PLC,[]
506.02,506.02,,506.02,EXT_ADDR_506_02,,BOOL,BOTH,"['EXT_1_HU_DO', 'EXT_1_HU_MDO']"
506.03,506.03,,506.03,EXT_ADDR_506_03,,BOOL,PLC,[]
506.04,506.04,,506.04,EXT_ADDR_506_04,,BOOL,BOTH,"['EXT_1_DROP_DO', 'EXT_1_DROP_MDO']"
506.05,506.05,,506.05,EXT_ADDR_506_05,,BOOL,PLC,[]
506.06,506.06,,506.06,EXT_ADDR_506_06,,BOOL,BOTH,"['EXT_1_TRAN_START_DO', 'EXT_1_TRAN_START_MDO']"
506.07,506.07,,506.07,EXT_ADDR_506_07,,BOOL,PLC,[]
506.08,506.08,,506.08,EXT_ADDR_506_08,,BOOL,BOTH,"['EXT_1_TRAN_STOP_DO', 'EXT_1_TRAN_STOP_MDO']"
506.09,506.09,,506.09,EXT_ADDR_506_09,,BOOL,PLC,[]
506.1,506.10,,506.10,EXT_ADDR_506_1,,BOOL,PLC,[]
506.11,506.11,,506.11,EXT_ADDR_506_11,,BOOL,PLC,[]
506.12,506.12,,506.12,EXT_ADDR_506_12,,BOOL,PLC,[]
506.13,506.13,,506.13,EXT_ADDR_506_13,,BOOL,PLC,[]
506.14,506.14,,506.14,EXT_ADDR_506_14,,BOOL,PLC,[]
506.15,506.15,,506.15,EXT_ADDR_506_15,,BOOL,PLC,[]
507,507,,507,EXT_ADDR_507,,BOOL,PLC,[]
507.01,507.01,,507.01,EXT_ADDR_507_01,,BOOL,PLC,[]
507.02,507.02,,507.02,EXT_ADDR_507_02,,BOOL,BOTH,"['EXT_2_HU_DO', 'EXT_2_HU_MDO']"
507.03,507.03,,507.03,EXT_ADDR_507_03,,BOOL,PLC,[]
507.04,507.04,,507.04,EXT_ADDR_507_04,,BOOL,BOTH,"['EXT_2_DROP_DO', 'EXT_2_DROP_MDO']"
507.05,507.05,,507.05,EXT_ADDR_507_05,,BOOL,PLC,[]
507.06,507.06,,507.06,EXT_ADDR_507_06,,BOOL,BOTH,"['EXT_2_TRAN_START_DO', 'EXT_2_TRAN_START_MDO']"
507.07,507.07,,507.07,EXT_ADDR_507_07,,BOOL,PLC,[]
507.08,507.08,,507.08,EXT_ADDR_507_08,,BOOL,BOTH,"['EXT_2_TRAN_STOP_DO', 'EXT_2_TRAN_STOP_MDO']"
507.09,507.09,,507.09,EXT_ADDR_507_09,,BOOL,PLC,[]
507.1,507.10,,507.10,EXT_ADDR_507_1,,BOOL,PLC,[]
507.11,507.11,,507.11,EXT_ADDR_507_11,,BOOL,PLC,[]
507.12,507.12,,507.12,EXT_ADDR_507_12,,BOOL,PLC,[]
507.13,507.13,,507.13,EXT_ADDR_507_13,,BOOL,PLC,[]
507.14,507.14,,507.14,EXT_ADDR_507_14,,BOOL,PLC,[]
507.15,507.15,,507.15,EXT_ADDR_507_15,,BOOL,PLC,[]
508,508,,508,EXT_ADDR_508,,BOOL,PLC,[]
508.01,508.01,,508.01,EXT_ADDR_508_01,,BOOL,PLC,[]
508.02,508.02,,508.02,EXT_ADDR_508_02,,BOOL,BOTH,"['EXT_3_HU_DO', 'EXT_3_HU_MDO']"
508.03,508.03,,508.03,EXT_ADDR_508_03,,BOOL,PLC,[]
508.04,508.04,,508.04,EXT_ADDR_508_04,,BOOL,BOTH,"['EXT_3_DROP_DO', 'EXT_3_DROP_MDO']"
508.05,508.05,,508.05,EXT_ADDR_508_05,,BOOL,PLC,[]
508.06,508.06,,508.06,EXT_ADDR_508_06,,BOOL,BOTH,"['EXT_3_TRAN_START_DO', 'EXT_3_TRAN_START_MDO']"
508.07,508.07,,508.07,EXT_ADDR_508_07,,BOOL,PLC,[]
508.08,508.08,,508.08,EXT_ADDR_508_08,,BOOL,BOTH,"['EXT_3_TRAN_STOP_DO', 'EXT_3_TRAN_STOP_MDO']"
508.09,508.09,,508.09,EXT_ADDR_508_09,,BOOL,PLC,[]
508.1,508.10,,508.10,EXT_ADDR_508_1,,BOOL,PLC,[]
508.11,508.11,,508.11,EXT_ADDR_508_11,,BOOL,PLC,[]
508.12,508.12,,508.12,EXT_ADDR_508_12,,BOOL,PLC,[]
508.13,508.13,,508.13,EXT_ADDR_508_13,,BOOL,PLC,[]
508.14,508.14,,508.14,EXT_ADDR_508_14,,BOOL,PLC,[]
508.15,508.15,,508.15,EXT_ADDR_508_15,,BOOL,PLC,[]
509,509,,509,EXT_ADDR_509,,BOOL,PLC,[]
509.01,509.01,,509.01,EXT_ADDR_509_01,,BOOL,PLC,[]
509.02,509.02,,509.02,EXT_ADDR_509_02,,BOOL,BOTH,"['EXT_4_HU_DO', 'EXT_4_HU_MDO']"
509.03,509.03,,509.03,EXT_ADDR_509_03,,BOOL,PLC,[]
509.04,509.04,,509.04,EXT_ADDR_509_04,,BOOL,BOTH,"['EXT_4_DROP_DO', 'EXT_4_DROP_MDO']"
509.05,509.05,,509.05,EXT_ADDR_509_05,,BOOL,PLC,[]
509.06,509.06,,509.06,EXT_ADDR_509_06,,BOOL,BOTH,"['EXT_4_TRAN_START_DO', 'EXT_4_TRAN_START_MDO']"
509.07,509.07,,509.07,EXT_ADDR_509_07,,BOOL,PLC,[]
509.08,509.08,,509.08,EXT_ADDR_509_08,,BOOL,BOTH,"['EXT_4_TRAN_STOP_DO', 'EXT_4_TRAN_STOP_MDO']"
509.09,509.09,,509.09,EXT_ADDR_509_09,,BOOL,PLC,[]
509.1,509.10,,509.10,EXT_ADDR_509_1,,BOOL,PLC,[]
509.11,509.11,,509.11,EXT_ADDR_509_11,,BOOL,PLC,[]
509.12,509.12,,509.12,EXT_ADDR_509_12,,BOOL,PLC,[]
509.13,509.13,,509.13,EXT_ADDR_509_13,,BOOL,PLC,[]
509.14,509.14,,509.14,EXT_ADDR_509_14,,BOOL,PLC,[]
509.15,509.15,,509.15,EXT_ADDR_509_15,,BOOL,BOTH,['EXT_FLOW_EXT_WF_TOT_RESET']
510,510,,510,EXT_ADDR_510,,BOOL,PLC,[]
510.01,510.01,,510.01,EXT_ADDR_510_01,,BOOL,PLC,[]
510.02,510.02,,510.02,EXT_ADDR_510_02,,BOOL,PLC,[]
510.03,510.03,,510.03,EXT_ADDR_510_03,,BOOL,PLC,[]
510.04,510.04,,510.04,EXT_ADDR_510_04,,BOOL,PLC,[]
510.05,510.05,,510.05,EXT_ADDR_510_05,,BOOL,PLC,[]
510.06,510.06,,510.06,EXT_ADDR_510_06,,BOOL,PLC,[]
510.07,510.07,,510.07,EXT_ADDR_510_07,,BOOL,PLC,[]
510.08,510.08,,510.08,EXT_ADDR_510_08,,BOOL,PLC,[]
510.09,510.09,,510.09,EXT_ADDR_510_09,,BOOL,PLC,[]
510.1,510.10,,510.10,EXT_ADDR_510_1,,BOOL,PLC,[]
510.11,510.11,,510.11,EXT_ADDR_510_11,,BOOL,PLC,[]
510.12,510.12,,510.12,EXT_ADDR_510_12,,BOOL,PLC,[]
510.13,510.13,,510.13,EXT_ADDR_510_13,,BOOL,PLC,[]
510.14,510.14,,510.14,EXT_ADDR_510_14,,BOOL,PLC,[]
510.15,510.15,,510.15,EXT_ADDR_510_15,,BOOL,PLC,[]
610,610,,610,EXT_ADDR_610,,BOOL,PLC,[]
610.01,610.01,,610.01,EXT_ADDR_610_01,,BOOL,PLC,[]
610.02,610.02,,610.02,EXT_ADDR_610_02,,BOOL,PLC,[]
611,611,,611,EXT_ADDR_611,,BOOL,PLC,[]
611.01,611.01,,611.01,EXT_ADDR_611_01,,BOOL,PLC,[]
611.02,611.02,,611.02,EXT_ADDR_611_02,,BOOL,PLC,[]
612,612,,612,EXT_ADDR_612,,BOOL,PLC,[]
612.01,612.01,,612.01,EXT_ADDR_612_01,,BOOL,PLC,[]
612.02,612.02,,612.02,EXT_ADDR_612_02,,BOOL,PLC,[]
613,613,,613,EXT_ADDR_613,,BOOL,PLC,[]
613.01,613.01,,613.01,EXT_ADDR_613_01,,BOOL,PLC,[]
613.02,613.02,,613.02,EXT_ADDR_613_02,,BOOL,PLC,[]
700,700,,700,EXT_ADDR_700,,BOOL,PLC,[]
1919,1919,,1919,EXT_ADDR_1919,,BOOL,PLC,[]
1919.14,1919.14,,1919.14,EXT_ADDR_1919_14,,BOOL,PLC,[]
1921,1921,,1921,EXT_ADDR_1921,,BOOL,PLC,[]
1921.01,1921.01,,1921.01,EXT_ADDR_1921_01,,BOOL,PLC,[]
1921.02,1921.02,,1921.02,EXT_ADDR_1921_02,,BOOL,PLC,[]
1921.03,1921.03,,1921.03,EXT_ADDR_1921_03,,BOOL,PLC,[]
1921.04,1921.04,,1921.04,EXT_ADDR_1921_04,,BOOL,PLC,[]
1921.05,1921.05,,1921.05,EXT_ADDR_1921_05,,BOOL,PLC,[]
1921.06,1921.06,,1921.06,EXT_ADDR_1921_06,,BOOL,PLC,[]
1921.07,1921.07,,1921.07,EXT_ADDR_1921_07,,BOOL,PLC,[]
1921.08,1921.08,,1921.08,EXT_ADDR_1921_08,,BOOL,PLC,[]
1921.09,1921.09,,1921.09,EXT_ADDR_1921_09,,BOOL,PLC,[]
1921.1,1921.10,,1921.10,EXT_ADDR_1921_1,,BOOL,PLC,[]
1921.11,1921.11,,1921.11,EXT_ADDR_1921_11,,BOOL,PLC,[]
1921.12,1921.12,,1921.12,EXT_ADDR_1921_12,,BOOL,PLC,[]
1921.13,1921.13,,1921.13,EXT_ADDR_1921_13,,BOOL,PLC,[]
1921.14,1921.14,,1921.14,EXT_ADDR_1921_14,,BOOL,PLC,[]
1921.15,1921.15,,1921.15,EXT_ADDR_1921_15,,BOOL,PLC,[]
2001,2001,,2001,EXT_ADDR_2001,,BOOL,BOTH,['EXT_TEMP_ST4']
2001.01,2001.01,,2001.01,EXT_ADDR_2001_01,,BOOL,PLC,[]
2001.02,2001.02,,2001.02,EXT_ADDR_2001_02,,BOOL,PLC,[]
2001.03,2001.03,,2001.03,EXT_ADDR_2001_03,,BOOL,PLC,[]
2001.04,2001.04,,2001.04,EXT_ADDR_2001_04,,BOOL,PLC,[]
2001.05,2001.05,,2001.05,EXT_ADDR_2001_05,,BOOL,PLC,[]
2001.06,2001.06,,2001.06,EXT_ADDR_2001_06,,BOOL,PLC,[]
2001.07,2001.07,,2001.07,EXT_ADDR_2001_07,,BOOL,PLC,[]
2001.08,2001.08,,2001.08,EXT_ADDR_2001_08,,BOOL,PLC,[]
2001.09,2001.09,,2001.09,EXT_ADDR_2001_09,,BOOL,PLC,[]
2001.1,2001.10,,2001.10,EXT_ADDR_2001_1,,BOOL,PLC,[]
2001.11,2001.11,,2001.11,EXT_ADDR_2001_11,,BOOL,PLC,[]
2001.12,2001.12,,2001.12,EXT_ADDR_2001_12,,BOOL,PLC,[]
2001.13,2001.13,,2001.13,EXT_ADDR_2001_13,,BOOL,PLC,[]
2001.14,2001.14,,2001.14,EXT_ADDR_2001_14,,BOOL,PLC,[]
2001.15,2001.15,,2001.15,EXT_ADDR_2001_15,,BOOL,PLC,[]
2002,2002,,2002,EXT_ADDR_2002,,BOOL,BOTH,['EXT_TEMP_HE1_IN']
2002.01,2002.01,,2002.01,EXT_ADDR_2002_01,,BOOL,PLC,[]
2002.02,2002.02,,2002.02,EXT_ADDR_2002_02,,BOOL,PLC,[]
2002.03,2002.03,,2002.03,EXT_ADDR_2002_03,,BOOL,PLC,[]
2002.04,2002.04,,2002.04,EXT_ADDR_2002_04,,BOOL,PLC,[]
2002.05,2002.05,,2002.05,EXT_ADDR_2002_05,,BOOL,PLC,[]
2002.06,2002.06,,2002.06,EXT_ADDR_2002_06,,BOOL,PLC,[]
2002.07,2002.07,,2002.07,EXT_ADDR_2002_07,,BOOL,PLC,[]
2002.08,2002.08,,2002.08,EXT_ADDR_2002_08,,BOOL,PLC,[]
2002.09,2002.09,,2002.09,EXT_ADDR_2002_09,,BOOL,PLC,[]
2002.1,2002.10,,2002.10,EXT_ADDR_2002_1,,BOOL,PLC,[]
2002.11,2002.11,,2002.11,EXT_ADDR_2002_11,,BOOL,PLC,[]
2002.12,2002.12,,2002.12,EXT_ADDR_2002_12,,BOOL,PLC,[]
2002.13,2002.13,,2002.13,EXT_ADDR_2002_13,,BOOL,PLC,[]
2002.14,2002.14,,2002.14,EXT_ADDR_2002_14,,BOOL,PLC,[]
2002.15,2002.15,,2002.15,EXT_ADDR_2002_15,,BOOL,PLC,[]
2003,2003,,2003,EXT_ADDR_2003,,BOOL,BOTH,['EXT_TEMP_HE2_IN']
2003.01,2003.01,,2003.01,EXT_ADDR_2003_01,,BOOL,PLC,[]
2003.02,2003.02,,2003.02,EXT_ADDR_2003_02,,BOOL,PLC,[]
2003.03,2003.03,,2003.03,EXT_ADDR_2003_03,,BOOL,PLC,[]
2003.04,2003.04,,2003.04,EXT_ADDR_2003_04,,BOOL,PLC,[]
2003.05,2003.05,,2003.05,EXT_ADDR_2003_05,,BOOL,PLC,[]
2003.06,2003.06,,2003.06,EXT_ADDR_2003_06,,BOOL,PLC,[]
2003.07,2003.07,,2003.07,EXT_ADDR_2003_07,,BOOL,PLC,[]
2003.08,2003.08,,2003.08,EXT_ADDR_2003_08,,BOOL,PLC,[]
2003.09,2003.09,,2003.09,EXT_ADDR_2003_09,,BOOL,PLC,[]
2003.1,2003.10,,2003.10,EXT_ADDR_2003_1,,BOOL,PLC,[]
2003.11,2003.11,,2003.11,EXT_ADDR_2003_11,,BOOL,PLC,[]
2003.12,2003.12,,2003.12,EXT_ADDR_2003_12,,BOOL,PLC,[]
2003.13,2003.13,,2003.13,EXT_ADDR_2003_13,,BOOL,PLC,[]
2003.14,2003.14,,2003.14,EXT_ADDR_2003_14,,BOOL,PLC,[]
2003.15,2003.15,,2003.15,EXT_ADDR_2003_15,,BOOL,PLC,[]
2005,2005,,2005,EXT_ADDR_2005,,BOOL,BOTH,['EXT_TEMP_ST2']
2005.01,2005.01,,2005.01,EXT_ADDR_2005_01,,BOOL,PLC,[]
2005.02,2005.02,,2005.02,EXT_ADDR_2005_02,,BOOL,PLC,[]
2005.03,2005.03,,2005.03,EXT_ADDR_2005_03,,BOOL,PLC,[]
2005.04,2005.04,,2005.04,EXT_ADDR_2005_04,,BOOL,PLC,[]
2005.05,2005.05,,2005.05,EXT_ADDR_2005_05,,BOOL,PLC,[]
2005.06,2005.06,,2005.06,EXT_ADDR_2005_06,,BOOL,PLC,[]
2005.07,2005.07,,2005.07,EXT_ADDR_2005_07,,BOOL,PLC,[]
2005.08,2005.08,,2005.08,EXT_ADDR_2005_08,,BOOL,PLC,[]
2005.09,2005.09,,2005.09,EXT_ADDR_2005_09,,BOOL,PLC,[]
2005.1,2005.10,,2005.10,EXT_ADDR_2005_1,,BOOL,PLC,[]
2005.11,2005.11,,2005.11,EXT_ADDR_2005_11,,BOOL,PLC,[]
2005.12,2005.12,,2005.12,EXT_ADDR_2005_12,,BOOL,PLC,[]
2005.13,2005.13,,2005.13,EXT_ADDR_2005_13,,BOOL,PLC,[]
2005.14,2005.14,,2005.14,EXT_ADDR_2005_14,,BOOL,PLC,[]
2005.15,2005.15,,2005.15,EXT_ADDR_2005_15,,BOOL,PLC,[]
2006,2006,,2006,EXT_ADDR_2006,,BOOL,BOTH,['EXT_TEMP_HE3_IN']
2006.01,2006.01,,2006.01,EXT_ADDR_2006_01,,BOOL,PLC,[]
2006.02,2006.02,,2006.02,EXT_ADDR_2006_02,,BOOL,PLC,[]
2006.03,2006.03,,2006.03,EXT_ADDR_2006_03,,BOOL,PLC,[]
2006.04,2006.04,,2006.04,EXT_ADDR_2006_04,,BOOL,PLC,[]
2006.05,2006.05,,2006.05,EXT_ADDR_2006_05,,BOOL,PLC,[]
2006.06,2006.06,,2006.06,EXT_ADDR_2006_06,,BOOL,PLC,[]
2006.07,2006.07,,2006.07,EXT_ADDR_2006_07,,BOOL,PLC,[]
2006.08,2006.08,,2006.08,EXT_ADDR_2006_08,,BOOL,PLC,[]
2006.09,2006.09,,2006.09,EXT_ADDR_2006_09,,BOOL,PLC,[]
2006.1,2006.10,,2006.10,EXT_ADDR_2006_1,,BOOL,PLC,[]
2006.11,2006.11,,2006.11,EXT_ADDR_2006_11,,BOOL,PLC,[]
2006.12,2006.12,,2006.12,EXT_ADDR_2006_12,,BOOL,PLC,[]
2006.13,2006.13,,2006.13,EXT_ADDR_2006_13,,BOOL,PLC,[]
2006.14,2006.14,,2006.14,EXT_ADDR_2006_14,,BOOL,PLC,[]
2006.15,2006.15,,2006.15,EXT_ADDR_2006_15,,BOOL,PLC,[]
2007,2007,,2007,EXT_ADDR_2007,,BOOL,BOTH,['EXT_TEMP_HE4_IN']
2007.01,2007.01,,2007.01,EXT_ADDR_2007_01,,BOOL,PLC,[]
2007.02,2007.02,,2007.02,EXT_ADDR_2007_02,,BOOL,PLC,[]
2007.03,2007.03,,2007.03,EXT_ADDR_2007_03,,BOOL,PLC,[]
2007.04,2007.04,,2007.04,EXT_ADDR_2007_04,,BOOL,PLC,[]
2007.05,2007.05,,2007.05,EXT_ADDR_2007_05,,BOOL,PLC,[]
2007.06,2007.06,,2007.06,EXT_ADDR_2007_06,,BOOL,PLC,[]
2007.07,2007.07,,2007.07,EXT_ADDR_2007_07,,BOOL,PLC,[]
2007.08,2007.08,,2007.08,EXT_ADDR_2007_08,,BOOL,PLC,[]
2007.09,2007.09,,2007.09,EXT_ADDR_2007_09,,BOOL,PLC,[]
2007.1,2007.10,,2007.10,EXT_ADDR_2007_1,,BOOL,PLC,[]
2007.11,2007.11,,2007.11,EXT_ADDR_2007_11,,BOOL,PLC,[]
2007.12,2007.12,,2007.12,EXT_ADDR_2007_12,,BOOL,PLC,[]
2007.13,2007.13,,2007.13,EXT_ADDR_2007_13,,BOOL,PLC,[]
2007.14,2007.14,,2007.14,EXT_ADDR_2007_14,,BOOL,PLC,[]
2007.15,2007.15,,2007.15,EXT_ADDR_2007_15,,BOOL,PLC,[]
2008,2008,,2008,EXT_ADDR_2008,,BOOL,PLC,[]
2008.01,2008.01,,2008.01,EXT_ADDR_2008_01,,BOOL,PLC,[]
2008.02,2008.02,,2008.02,EXT_ADDR_2008_02,,BOOL,PLC,[]
2008.03,2008.03,,2008.03,EXT_ADDR_2008_03,,BOOL,PLC,[]
2008.04,2008.04,,2008.04,EXT_ADDR_2008_04,,BOOL,PLC,[]
2008.05,2008.05,,2008.05,EXT_ADDR_2008_05,,BOOL,PLC,[]
2008.06,2008.06,,2008.06,EXT_ADDR_2008_06,,BOOL,PLC,[]
2008.07,2008.07,,2008.07,EXT_ADDR_2008_07,,BOOL,PLC,[]
2008.08,2008.08,,2008.08,EXT_ADDR_2008_08,,BOOL,PLC,[]
2008.09,2008.09,,2008.09,EXT_ADDR_2008_09,,BOOL,PLC,[]
2008.1,2008.10,,2008.10,EXT_ADDR_2008_1,,BOOL,PLC,[]
2008.11,2008.11,,2008.11,EXT_ADDR_2008_11,,BOOL,PLC,[]
2008.12,2008.12,,2008.12,EXT_ADDR_2008_12,,BOOL,PLC,[]
