address,real_address,prefix,number,tagname,description,tag_type,source,alias,SCADA_tagname
H356.04,H356.04,H,356.04,CAUSTIC_AREA5_START_PB,"""Caustic Start PB Area 5""",BOOL,BOTH,EXT_H_array[356].04,"['CAUSTIC_SYS_AREA5_START_PB_DI', 'CAUSTIC_SYS_AREA5_START_PB', 'CAUSTIC_SYS_AREA5_START_PB_DO', 'CAUSTIC_SYS_AREA5_START_PB_MDO']"
H356.05,H356.05,H,356.05,CAUSTIC_AREA6_START_PB,"""Caustic Start PB Area 6""",BOOL,BOTH,EXT_H_array[356].05,"['CAUSTIC_SYS_AREA6_START_PB_DI', 'CAUSTIC_SYS_AREA6_START_PB', 'CAUSTIC_SYS_AREA6_START_PB_DO', 'CAUSTIC_SYS_AREA6_START_PB_MDO']"
H356.06,H356.06,H,356.06,CAUSTIC_AREA7_START_PB,"""Caustic Start PB Area 7""",BOOL,BOTH,EXT_H_array[356].06,"['CAUSTIC_SYS_AREA7_START_PB_DI', 'CAUSTIC_SYS_AREA7_START_PB', 'CAUSTIC_SYS_AREA7_START_PB_DO', 'CAUSTIC_SYS_AREA7_START_PB_MDO']"
H356.07,H356.07,H,356.07,CAUSTIC_AREA8_START_PB,"""Caustic Start PB Area 8""",BOOL,BOTH,EXT_H_array[356].07,"['CAUSTIC_SYS_AREA8_START_PB_DI', 'CAUSTIC_SYS_AREA8_START_PB', 'CAUSTIC_SYS_AREA8_START_PB_DO', 'CAUSTIC_SYS_AREA8_START_PB_MDO']"
H356.15,H356.15,H,356.15,WATER_FRACTION_SPRAY_PB,"""Water Fraction Spray PB""",BOOL,BOTH,EXT_H_array[356].15,"['WATER_FRACTION_SPRAY_PB', 'WATER_FRACTION_SPRAY_PB_DI', 'WATER_FRACTION_SPRAY_PB_DO']"
H357,H357,H,357,EXT_ADDR_H357,,DINT,PLC,EXT_H_array[357],[]
H357.00,H357.00,H,357.00,CAUSTIC_AREA1_IND,"""Caustic IND Area 1 (Extractors)""",BOOL,BOTH,EXT_H_array[357].00,"['CAUSTIC_SYS_AREA1_IND_DI', 'CAUSTIC_SYS_AREA1_IND', 'CAUSTIC_SYS_AREA1_IND_DO']"
H357.01,H357.01,H,357.01,CAUSTIC_AREA2_IND,"""Caustic IND Area 2 (Pretreatment)""",BOOL,BOTH,EXT_H_array[357].01,"['CAUSTIC_SYS_AREA2_IND_DI', 'CAUSTIC_SYS_AREA2_IND', 'CAUSTIC_SYS_AREA2_IND_DO']"
H357.02,H357.02,H,357.02,CAUSTIC_AREA3_IND,"""Caustic IND Area 3 (Centrifuge)""",BOOL,BOTH,EXT_H_array[357].02,"['CAUSTIC_SYS_AREA3_IND_DI', 'CAUSTIC_SYS_AREA3_IND', 'CAUSTIC_SYS_AREA3_IND_DO']"
H357.03,H357.03,H,357.03,CAUSTIC_AREA4_IND,"""Caustic IND Area 4 (Demin)""",BOOL,BOTH,EXT_H_array[357].03,"['CAUSTIC_SYS_AREA4_IND_DI', 'CAUSTIC_SYS_AREA4_IND', 'CAUSTIC_SYS_AREA4_IND_DO']"
H357.04,H357.04,H,357.04,CAUSTIC_AREA5_IND,"""Caustic IND Area 5 (Chopping)""",BOOL,BOTH,EXT_H_array[357].04,"['CAUSTIC_SYS_AREA5_IND_DI', 'CAUSTIC_SYS_AREA5_IND', 'CAUSTIC_SYS_AREA5_IND_DO']"
H357.05,H357.05,H,357.05,CAUSTIC_AREA6_IND,"""Caustic IND Area 6 (AutoJet)""",BOOL,BOTH,EXT_H_array[357].05,"['CAUSTIC_SYS_AREA6_IND_DI', 'CAUSTIC_SYS_AREA6_IND', 'CAUSTIC_SYS_AREA6_IND_DO']"
H357.06,H357.06,H,357.06,CAUSTIC_AREA7_IND,"""Caustic IND Area 7 (TK-110)""",BOOL,BOTH,EXT_H_array[357].06,"['CAUSTIC_SYS_AREA7_IND_DI', 'CAUSTIC_SYS_AREA7_IND', 'CAUSTIC_SYS_AREA7_IND_DO']"
H357.07,H357.07,H,357.07,CAUSTIC_AREA8_IND,"""Caustic IND Area 8 (Water Fraction Tank)""",BOOL,BOTH,EXT_H_array[357].07,"['CAUSTIC_SYS_AREA8_IND_DI', 'CAUSTIC_SYS_AREA8_IND', 'CAUSTIC_SYS_AREA8_IND_DO']"
H357.09,H357.09,H,357.09,PRT_WASH_FEED_WATER,"""PRT Batch Wash Water Ind: 1 = City""",BOOL,BOTH,EXT_H_array[357].09,"['N_PRE_FEED_CITYWATER_IND_DI', 'N_PRE_FEED_CITYWATER_IND', 'N_PRE_FEED_CITYWATER_IND_DO']"
H357.11,H357.11,H,357.11,PRT1_AUX_WT_FEED_REQ,"""Pretreatment 1 Requesting Auxiliary Water wash""",BOOL,PLC,EXT_H_array[357].11,[]
H357.12,H357.12,H,357.12,PRT2_AUX_WT_FEED_REQ,"""Pretreatment 2 Requesting Auxiliary Water wash""",BOOL,PLC,EXT_H_array[357].12,[]
H357.13,H357.13,H,357.13,PRT3_AUX_WT_FEED_REQ,"""Pretreatment 3 Requesting Auxiliary Water wash""",BOOL,PLC,EXT_H_array[357].13,[]
H357.14,H357.14,H,357.14,PRT4_AUX_WT_FEED_REQ,"""Pretreatment 4 Requesting Auxiliary Water wash""",BOOL,PLC,EXT_H_array[357].14,[]
H357.15,H357.15,H,357.15,CAUSTIC_IND,"""Caustic General Indicator""",BOOL,BOTH,EXT_H_array[357].15,"['CAUSTIC_SYS_START_IND_DI', 'CAUSTIC_SYS_START_IND', 'CAUSTIC_SYS_START_IND_DO']"
H358,H358,H,358,EXT_ADDR_H358,,DINT,PLC,EXT_H_array[358],[]
H358.03,H358.03,H,358.03,CAUSTIC_AREA4_STOP_PB,"""Caustic STOP PB Area 4""",BOOL,BOTH,EXT_H_array[358].03,"['CAUSTIC_SYS_AREA4_STOP_PB_DI', 'CAUSTIC_SYS_AREA4_STOP_PB', 'CAUSTIC_SYS_AREA4_STOP_PB_DO']"
H358.06,H358.06,H,358.06,CAUSTIC_AREA7_STOP_PB,"""Caustic STOP PB Area 7""",BOOL,BOTH,EXT_H_array[358].06,"['CAUSTIC_SYS_AREA7_STOP_PB_DI', 'CAUSTIC_SYS_AREA7_STOP_PB', 'CAUSTIC_SYS_AREA7_STOP_PB_DO']"
H358.07,H358.07,H,358.07,CAUSTIC_AREA8_STOP_PB,"""Caustic STOP PB Area 8""",BOOL,BOTH,EXT_H_array[358].07,"['CAUSTIC_SYS_AREA8_STOP_PB_DI', 'CAUSTIC_SYS_AREA8_STOP_PB', 'CAUSTIC_SYS_AREA8_STOP_PB_DO']"
H358.09,H358.09,H,358.09,SCRUBBER_LIST_DONE,"""Scrubber Check List Done""",BOOL,BOTH,EXT_H_array[358].09,['CAUSTIC_SYS_SCRUBBER_LIST_DONE']
H358.10,H358.10,H,358.10,P100_RUNFL,"""P100 ""Caustic Delivery Pump""  Run Fault""",BOOL,BOTH,EXT_H_array[358].10,['CAUSTIC_SYS_P100_RUNFL']
H358.11,H358.11,H,358.11,CAUSTIC_ORDER,"""Order Caustic""",BOOL,BOTH,EXT_H_array[358].11,['CAUSTIC_SYS_ORDER_CAUSTIC']
H358.12,H358.12,H,358.12,SCRUBBER_CHECK_LIST,"""Scrubber Check List""",BOOL,BOTH,EXT_H_array[358].12,['CAUSTIC_SYS_SCRUBBER_LIST']
H358.13,H358.13,H,358.13,BOD_SAMLPE,"""BOD Sample to be Taken""",BOOL,BOTH,EXT_H_array[358].13,['CAUSTIC_SYS_BOD_SAMPLE']
H358.14,H358.14,H,358.14,BOD_SAMLPE_DONE,"""BOD Sample Taken""",BOOL,BOTH,EXT_H_array[358].14,['CAUSTIC_SYS_BOD_SAMPLE_DONE']
H358.15,H358.15,H,358.15,CAUSTIC_STOP_PB,"""Caustic STOP PB Area 9""",BOOL,BOTH,EXT_H_array[358].15,"['CAUSTIC_SYS_STOP_PB_DI', 'CAUSTIC_SYS_STOP_PB', 'CAUSTIC_SYS_STOP_PB_DO', 'CAUSTIC_SYS_STOP_PB_MDO']"
H359,H359,H,359,EXT_ADDR_H359,,DINT,PLC,EXT_H_array[359],[]
H359.02,H359.02,H,359.02,AUTO_CLOSE_XV13_AJ,"""Auto Close XV13 (AJ PLC)""",BOOL,BOTH,EXT_H_array[359].02,['USF_XV13_AUTO_CLOSE_CMD']
H359.10,H359.10,H,359.10,P110_RUNFL,"""P110 New Caustic Day Tank Delivery Pump Run Fault""",BOOL,BOTH,EXT_H_array[359].10,['CAUSTIC_SYS_P110_RUNFL']
H359.12,H359.12,H,359.12,V115_AUTO_CMD,"""Demin Caustic Day Tank Fill Valve Auto CMD""",BOOL,BOTH,EXT_H_array[359].12,"['CAUSTIC_SYS_V115_AUTO_CMD_DI', 'CAUSTIC_SYS_V115_AUTO_CMD', 'CAUSTIC_SYS_V115_AUTO_CMD_DO']"
H359.13,H359.13,H,359.13,P110_AUTO_CMD,"""Day Tank Caustic Delivery Pump Auto CMD""",BOOL,BOTH,EXT_H_array[359].13,"['CAUSTIC_SYS_P110_AUTO_CMD_DI', 'CAUSTIC_SYS_P110_AUTO_CMD', 'CAUSTIC_SYS_P110_AUTO_CMD_DO']"
H359.14,H359.14,H,359.14,DT_CAUSTIC_IND,"""Day Tank Caustic General Indicator""",BOOL,BOTH,EXT_H_array[359].14,"['CAUSTIC_SYS_DT_START_IND_DI', 'CAUSTIC_SYS_DT_START_IND', 'CAUSTIC_SYS_DT_START_IND_DO']"
H359.15,H359.15,H,359.15,DT_CAUSTIC_STOP_PB,"""Day Tank Caustic Stop PB""",BOOL,BOTH,EXT_H_array[359].15,"['CAUSTIC_SYS_DT_STOP_PB_DI', 'CAUSTIC_SYS_DT_STOP_PB', 'CAUSTIC_SYS_DT_STOP_PB_DO']"
H407,H407,H,407,EXT_ADDR_H407,,DINT,PLC,EXT_H_array[407],[]
H407.11,H407.11,H,407.11,LIT4001_FORMULA_START,"""If Transmitter signal OK""",BOOL,PLC,EXT_H_array[407].11,[]
H407.12,H407.12,H,407.12,LIT4002_FORMULA_START,"""If Transmitter signal OK""",BOOL,PLC,EXT_H_array[407].12,[]
H410,H410,H,410,EXT_ADDR_H410,,DINT,PLC,EXT_H_array[410],[]
H410.12,H410.12,H,410.12,SV30_40D_CMD,"""SV30-40D 1=Open 0=Close""",BOOL,PLC,EXT_H_array[410].12,[]
H412,H412,H,412,EXT_ADDR_H412,,DINT,PLC,EXT_H_array[412],[]
H412.00,H412.00,H,412.00,LIT_4001_ALMH,"""TK-4001 Level High Alarm""",BOOL,PLC,EXT_H_array[412].00,[]
H412.01,H412.01,H,412.01,LIT_4002_ALMH,"""TK-4002 Level High Alarm""",BOOL,PLC,EXT_H_array[412].01,[]
H412.02,H412.02,H,412.02,TK_4002_LEVEL_70,"""TK-4002 Level < 70%""",BOOL,PLC,EXT_H_array[412].02,[]
H500,H500,H,500,EXT_ADDR_H500,,DINT,PLC,EXT_H_array[500],[]
H500.00,H500.00,H,500.00,PRT4_ADVANCE,"""PRT4 Advance Step""",BOOL,BOTH,EXT_H_array[500].00,"['N_PRE_ADVANCE_P4_DI', 'N_PRE_ADVANCE_P4', 'N_PRE_ADVANCE_P4_DO']"
H500.01,H500.01,H,500.01,PRT4_DROP_START,"""Sequence Start""",BOOL,BOTH,EXT_H_array[500].01,"['N_PRE_RIND_DROP_4_START', 'N_PRE_RIND_DROP_4_START_DI', 'N_PRE_RIND_DROP_4_START_DO']"
H500.03,H500.03,H,500.03,PRT4_DROP_SKIP,"""Sequence Skip""",BOOL,BOTH,EXT_H_array[500].03,"['N_PRE_RIND_DROP_4_SKIP', 'N_PRE_RIND_DROP_4_SKIP_DI', 'N_PRE_RIND_DROP_4_SKIP_DO', 'N_PRE_RIND_DROP_4_SKIP_MDO']"
H500.04,H500.04,H,500.04,PRT4_PREWASH_START,"""Sequence Start""",BOOL,BOTH,EXT_H_array[500].04,"['N_PRE_PREWASH_4_START', 'N_PRE_PREWASH_4_START_DI', 'N_PRE_PREWASH_4_START_DO']"
H500.05,H500.05,H,500.05,PRT4_PREWASH_AUTO,"""Sequence Auto""",BOOL,BOTH,EXT_H_array[500].05,"['N_PRE_PRT4_PREWASH_AUTO', 'N_PRE_PRT4_PREWASH_AUTO_DI', 'N_PRE_PRT4_PREWASH_AUTO_DO']"
H500.06,H500.06,H,500.06,PRT4_PREWASH_SKIP,"""Sequence Skip""",BOOL,BOTH,EXT_H_array[500].06,"['N_PRE_PREWASH_4_SKIP', 'N_PRE_PREWASH_4_SKIP_DI', 'N_PRE_PREWASH_4_SKIP_DO', 'N_PRE_PREWASH_4_SKIP_MDO']"
H500.07,H500.07,H,500.07,PRT4_ACID_START,"""Sequence Start""",BOOL,BOTH,EXT_H_array[500].07,"['N_PRE_ACID_4_START_DI', 'N_PRE_ACID_4_START', 'N_PRE_ACID_4_START_DO']"
H500.08,H500.08,H,500.08,PRT4_ACID_AUTO,"""Sequence Auto""",BOOL,BOTH,EXT_H_array[500].08,"['N_PRE_PRT4_ACID_AUTO', 'N_PRE_PRT4_ACID_AUTO_DI', 'N_PRE_PRT4_ACID_AUTO_DO']"
H500.09,H500.09,H,500.09,PRT4_ACID_SKIP,"""Sequence Skip""",BOOL,BOTH,EXT_H_array[500].09,"['N_PRE_ACID_4_SKIP_DI', 'N_PRE_ACID_4_SKIP', 'N_PRE_ACID_4_SKIP_DO', 'N_PRE_ACID_4_SKIP_MDO']"
H500.10,H500.10,H,500.10,PRT4_POSTWI_START,"""Sequence Start""",BOOL,BOTH,EXT_H_array[500].10,"['N_PRE_POSTW1_4_START_DI', 'N_PRE_POSTW1_4_START', 'N_PRE_POSTW1_4_START_DO']"
H500.11,H500.11,H,500.11,PRT4_POSTWI_AUTO,"""Sequence Auto""",BOOL,BOTH,EXT_H_array[500].11,"['N_PRE_PRT4_POSTWI_AUTO', 'N_PRE_PRT4_POSTWI_AUTO_DI', 'N_PRE_PRT4_POSTWI_AUTO_DO']"
H500.12,H500.12,H,500.12,PRT4_POSTWI_SKIP,"""Sequence Skip""",BOOL,BOTH,EXT_H_array[500].12,"['N_PRE_POSTW1_4_SKIP_DI', 'N_PRE_POSTW1_4_SKIP', 'N_PRE_POSTW1_4_SKIP_DO', 'N_PRE_POSTW1_4_SKIP_MDO']"
H500.13,H500.13,H,500.13,PRT4_POSTWII_START,"""Sequence Start""",BOOL,BOTH,EXT_H_array[500].13,"['N_PRE_POSTW2_4_START_DI', 'N_PRE_POSTW2_4_START', 'N_PRE_POSTW2_4_START_DO']"
H500.14,H500.14,H,500.14,PRT4_POSTWII_AUTO,"""Sequence Auto""",BOOL,BOTH,EXT_H_array[500].14,"['N_PRE_PRT4_POSTWII_AUTO', 'N_PRE_PRT4_POSTWII_AUTO_DI', 'N_PRE_PRT4_POSTWII_AUTO_DO']"
H500.15,H500.15,H,500.15,PRT4_POSTWII_SKIP,"""Sequence Skip""",BOOL,BOTH,EXT_H_array[500].15,"['N_PRE_POSTW2_4_SKIP_DI', 'N_PRE_POSTW2_4_SKIP', 'N_PRE_POSTW2_4_SKIP_DO', 'N_PRE_POSTW2_4_SKIP_MDO']"
H501,H501,H,501,EXT_ADDR_H501,,DINT,PLC,EXT_H_array[501],[]
H501.00,H501.00,H,501.00,PRT4_POSTWIII_START,"""Sequence Start""",BOOL,BOTH,EXT_H_array[501].00,"['N_PRE_POSTW3_4_START_DI', 'N_PRE_POSTW3_4_START', 'N_PRE_POSTW3_4_START_DO']"
H501.01,H501.01,H,501.01,PRT4_POSTWIII_AUTO,"""Sequence Auto""",BOOL,BOTH,EXT_H_array[501].01,"['N_PRE_PRT4_POSTWIII_AUTO', 'N_PRE_PRT4_POSTWIII_AUTO_DI', 'N_PRE_PRT4_POSTWIII_AUTO_DO']"
H501.02,H501.02,H,501.02,PRT4_POSTWIII_SKIP,"""Sequence Skip""",BOOL,BOTH,EXT_H_array[501].02,"['N_PRE_POSTW3_4_SKIP_DI', 'N_PRE_POSTW3_4_SKIP', 'N_PRE_POSTW3_4_SKIP_DO', 'N_PRE_POSTW3_4_SKIP_MDO']"
H501.03,H501.03,H,501.03,PRT4_DROP_EXT_START,"""Sequence Start""",BOOL,BOTH,EXT_H_array[501].03,"['N_PRE_DROP_EXT_4_START_DI', 'N_PRE_DROP_EXT_4_START', 'N_PRE_DROP_EXT_4_START_DO']"
H501.04,H501.04,H,501.04,PRT4_DROP_EXT_AUTO,"""Sequence Auto""",BOOL,BOTH,EXT_H_array[501].04,"['N_PRE_PRT4_DROP_EXT_AUTO', 'N_PRE_PRT4_DROP_EXT_AUTO_DI', 'N_PRE_PRT4_DROP_EXT_AUTO_DO']"
H501.05,H501.05,H,501.05,PRT4_DROP_EXT_SKIP,"""Sequence Skip""",BOOL,BOTH,EXT_H_array[501].05,"['N_PRE_DROP_EXT_4_SKIP_DI', 'N_PRE_DROP_EXT_4_SKIP', 'N_PRE_DROP_EXT_4_SKIP_DO', 'N_PRE_DROP_EXT_4_SKIP_MDO']"
H501.06,H501.06,H,501.06,PRT4_WATER_REQ,"""PRT4 Water Request""",BOOL,BOTH,EXT_H_array[501].06,"['N_PRE_PRT4_WATER_REQ', 'N_PRE_PRT4_WATER_REQ_DI', 'N_PRE_PRT4_WATER_REQ_DO']"
H501.07,H501.07,H,501.07,PRT4_WATER_IND,"""PRT4 Water Indicator""",BOOL,BOTH,EXT_H_array[501].07,"['N_PRE_PRT4_WATER_IND', 'N_PRE_PRT4_WATER_IND_DI', 'N_PRE_PRT4_WATER_IND_DO']"
H501.08,H501.08,H,501.08,PRT4_DRAIN_REQ,"""PRT4 Drain Request""",BOOL,BOTH,EXT_H_array[501].08,"['N_PRE_PRT4_DRAIN_REQ', 'N_PRE_PRT4_DRAIN_REQ_DI', 'N_PRE_PRT4_DRAIN_REQ_DO']"
H501.09,H501.09,H,501.09,PRT4_DRAIN_IND,"""PRT4 Drain Indicator""",BOOL,BOTH,EXT_H_array[501].09,"['N_PRE_PRT4_DRAIN_IND', 'N_PRE_PRT4_DRAIN_IND_DI', 'N_PRE_PRT4_DRAIN_IND_DO']"
H501.10,H501.10,H,501.10,PRT4_ACID_REQ,"""PRT4 Acid Indicator""",BOOL,BOTH,EXT_H_array[501].10,"['N_PRE_PRT4_ACID_REQ', 'N_PRE_PRT4_ACID_REQ_DI', 'N_PRE_PRT4_ACID_REQ_DO']"
H501.11,H501.11,H,501.11,PRT4_ACID_IND,"""PRT4 Acid Indicator""",BOOL,BOTH,EXT_H_array[501].11,"['N_PRE_PRT4_ACID_IND', 'N_PRE_PRT4_ACID_IND_DI', 'N_PRE_PRT4_ACID_IND_DO']"
H501.12,H501.12,H,501.12,PRT4_DROP_EXT_STOP,"""Sequence Stop""",BOOL,BOTH,EXT_H_array[501].12,"['N_PRE_PRT4_DROP_EXT_STOP', 'N_PRE_PRT4_DROP_EXT_STOP_DI', 'N_PRE_PRT4_DROP_EXT_STOP_DO']"
H501.13,H501.13,H,501.13,PRT4_ADVANCE_REQ,"""Sequence Step Advance Request""",BOOL,BOTH,EXT_H_array[501].13,"['N_PRE_ADVANCE_4_REQ_DI', 'N_PRE_ADVANCE_4_REQ', 'N_PRE_ADVANCE_4_REQ_DO']"
H501.14,H501.14,H,501.14,PRT4_ADVANCE_ACT_TIM,"""Sequence Step Advance Request""",BOOL,BOTH,EXT_H_array[501].14,"['N_PRE_PRT4_ADVANCE_ACT_TIM', 'N_PRE_PRT4_ADVANCE_ACT_TIM_DI', 'N_PRE_PRT4_ADVANCE_ACT_TIM_DO']"
H501.15,H501.15,H,501.15,PRT4_SEQ_TIM_EN,"""Sequence Timer Enabled""",BOOL,BOTH,EXT_H_array[501].15,"['N_PRE_PRT4_SEQ_TIM_EN', 'N_PRE_PRT4_SEQ_TIM_EN_DI', 'N_PRE_PRT4_SEQ_TIM_EN_DO']"
H502,H502,H,502,EXT_ADDR_H502,,DINT,PLC,EXT_H_array[502],[]
H502.00,H502.00,H,502.00,LT_4001_ALMH,"""Rind Level High""",BOOL,PLC,EXT_H_array[502].00,[]
H502.02,H502.02,H,502.02,LT_4002_ALMH,"""PRT Level High""",BOOL,PLC,EXT_H_array[502].02,[]
H502.07,H502.07,H,502.07,PRT4_CHP_IND1,"""Chopping Indication""",BOOL,BOTH,EXT_H_array[502].07,"['N_PRE_PRT4_CHP_IND1', 'N_PRE_PRT4_CHP_IND1_DI', 'N_PRE_PRT4_CHP_IND1_DO']"
H502.08,H502.08,H,502.08,PRT4_TIM_RESET,"""Pretreatment Timers Reset""",BOOL,BOTH,EXT_H_array[502].08,['N_PRE_PRT4_TIMER_RESET']
H502.10,H502.10,H,502.10,RHT4_HIGH_LEVEL,"""RHT4 High level""",BOOL,PLC,EXT_H_array[502].10,[]
H502.11,H502.11,H,502.11,RHT_4_SELECTED,"""RHT 4 selected""",BOOL,PLC,EXT_H_array[502].11,[]
H502.12,H502.12,H,502.12,RHT_4_ALARM_WHILE,"""RHT 4 Alarm while chopping""",BOOL,PLC,EXT_H_array[502].12,[]
H503,H503,H,503,EXT_ADDR_H503,,DINT,PLC,EXT_H_array[503],[]
H503.00,H503.00,H,503.00,M4000_MANUAL,"""M4000 1=Manual 0=Auto""",BOOL,BOTH,EXT_H_array[503].00,"['N_PRE_M4000_MANUAL_P4_DI', 'N_PRE_M4000_MANUAL_P4', 'N_PRE_M4000_MANUAL_P4_DO']"
H503.02,H503.02,H,503.02,V4001_MANUAL,"""RHT4 Drain Valve 1=Manual 0=Auto""",BOOL,BOTH,EXT_H_array[503].02,"['N_PRE_V4001_MANUAL_P4_DI', 'N_PRE_V4001_MANUAL_P4', 'N_PRE_V4001_MANUAL_P4_DO']"
H503.03,H503.03,H,503.03,V4002_MANUAL,"""RHT4 Slide Gate Valve 1=Manual 0=Auto""",BOOL,BOTH,EXT_H_array[503].03,"['N_PRE_V4002_MANUAL_P4_DI', 'N_PRE_V4002_MANUAL_P4', 'N_PRE_V4002_MANUAL_P4_DO']"
H503.04,H503.04,H,503.04,V4003_MANUAL,"""PRT4 Spray Ball Cold Water Valve  1=Manual 0=Auto""",BOOL,BOTH,EXT_H_array[503].04,"['N_PRE_V4003_MANUAL_P4', 'N_PRE_V4003_MANUAL_P4_DI', 'N_PRE_V4003_MANUAL_P4_DO']"
H503.05,H503.05,H,503.05,V4004_MANUAL,"""PRT4 Drain Valve 1=Manual 0=Auto""",BOOL,BOTH,EXT_H_array[503].05,"['N_PRE_V4004_MANUAL_P4', 'N_PRE_V4004_MANUAL_P4_DI', 'N_PRE_V4004_MANUAL_P4_DO']"
H503.06,H503.06,H,503.06,V4005_MANUAL,"""PRT4 Drain Valve 1=Manual 0=Auto""",BOOL,BOTH,EXT_H_array[503].06,"['N_PRE_V4005_MANUAL_P4', 'N_PRE_V4005_MANUAL_P4_DI', 'N_PRE_V4005_MANUAL_P4_DO']"
H503.07,H503.07,H,503.07,V4006_MANUAL,"""PRT4 Cold Water Valve 1=Manual 0=Auto""",BOOL,BOTH,EXT_H_array[503].07,"['N_PRE_V4006_MANUAL_P4', 'N_PRE_V4006_MANUAL_P4_DI', 'N_PRE_V4006_MANUAL_P4_DO']"
H503.08,H503.08,H,503.08,V4007_MANUAL,"""PRT4 Discharge Valve 1=Manual 0=Auto""",BOOL,BOTH,EXT_H_array[503].08,"['N_PRE_V4007_MANUAL_P4', 'N_PRE_V4007_MANUAL_P4_DI', 'N_PRE_V4007_MANUAL_P4_DO']"
H503.09,H503.09,H,503.09,V4008_MANUAL,"""RHT4 Cold Water valve 1=Manual 0=Auto""",BOOL,BOTH,EXT_H_array[503].09,"['N_PRE_V4008_MANUAL_P4', 'N_PRE_V4008_MANUAL_P4_DI', 'N_PRE_V4008_MANUAL_P4_DO']"
H503.11,H503.11,H,503.11,V4010_MANUAL,"""PRT4 Acid Dosing Valve 1=Manual 0=Auto""",BOOL,BOTH,EXT_H_array[503].11,"['N_PRE_V4010_MANUAL_P4', 'N_PRE_V4010_MANUAL_P4_DI', 'N_PRE_V4010_MANUAL_P4_DO']"
H503.12,H503.12,H,503.12,V4011_MANUAL,"""Caustic Dosing Valve for PRT4 1=Manual 0=Auto""",BOOL,BOTH,EXT_H_array[503].12,"['N_PRE_V4011_MANUAL_P4', 'N_PRE_V4011_MANUAL_P4_DI', 'N_PRE_V4011_MANUAL_P4_DO']"
H503.13,H503.13,H,503.13,V4012_MANUAL,"""Caustic Dosing Valve for RHT4 1=Manual 0=Auto""",BOOL,BOTH,EXT_H_array[503].13,"['N_PRE_V4012_MANUAL_P4', 'N_PRE_V4012_MANUAL_P4_DI', 'N_PRE_V4012_MANUAL_P4_DO']"
H503.14,H503.14,H,503.14,V4013_MANUAL,"""Caustic Dosing Valve for EXT4 1=Manual 0=Auto""",BOOL,BOTH,EXT_H_array[503].14,"['N_PRE_V4013_MANUAL_P4_DI', 'N_PRE_V4013_MANUAL_P4', 'N_PRE_V4013_MANUAL_P4_DO']"
H504,H504,H,504,EXT_ADDR_H504,,DINT,PLC,EXT_H_array[504],[]
H504.00,H504.00,H,504.00,M4000_HMI_CMD,"""M4000 HMI CMD""",BOOL,BOTH,EXT_H_array[504].00,"['N_PRE_M4000_HMI_CMD_DI', 'N_PRE_M4000_HMI_CMD', 'N_PRE_M4000_HMI_CMD_DO']"
H504.02,H504.02,H,504.02,V4001_HMI_CMD,"""RHT4 Drain Valve HMI CMD""",BOOL,BOTH,EXT_H_array[504].02,"['N_PRE_V4001_HMI_CMD_DI', 'N_PRE_V4001_HMI_CMD', 'N_PRE_V4001_HMI_CMD_DO']"
H504.03,H504.03,H,504.03,V4002_HMI_CMD,"""RHT4 Slide Gate Valve HMI CMD""",BOOL,BOTH,EXT_H_array[504].03,"['N_PRE_V4002_HMI_CMD_DI', 'N_PRE_V4002_HMI_CMD', 'N_PRE_V4002_HMI_CMD_DO']"
H504.04,H504.04,H,504.04,V4003_HMI_CMD,"""PRT4 Spray Ball Cold Water Valve  HMI CMD""",BOOL,BOTH,EXT_H_array[504].04,"['N_PRE_V4003_HMI_CMD', 'N_PRE_V4003_HMI_CMD_DI', 'N_PRE_V4003_HMI_CMD_DO']"
H504.05,H504.05,H,504.05,V4004_HMI_CMD,"""PRT4 Drain Valve HMI CMD""",BOOL,BOTH,EXT_H_array[504].05,"['N_PRE_V4004_HMI_CMD', 'N_PRE_V4004_HMI_CMD_DI', 'N_PRE_V4004_HMI_CMD_DO']"
H504.06,H504.06,H,504.06,V4005_HMI_CMD,"""PRT4 Drain Valve HMI CMD""",BOOL,BOTH,EXT_H_array[504].06,"['N_PRE_V4005_HMI_CMD', 'N_PRE_V4005_HMI_CMD_DI', 'N_PRE_V4005_HMI_CMD_DO']"
H504.07,H504.07,H,504.07,V4006_HMI_CMD,"""PRT4 Cold Water Valve HMI CMD""",BOOL,BOTH,EXT_H_array[504].07,"['N_PRE_V4006_HMI_CMD', 'N_PRE_V4006_HMI_CMD_DI', 'N_PRE_V4006_HMI_CMD_DO']"
H504.08,H504.08,H,504.08,V4007_HMI_CMD,"""PRT4 Discharge Valve HMI CMD""",BOOL,BOTH,EXT_H_array[504].08,"['N_PRE_V4007_HMI_CMD', 'N_PRE_V4007_HMI_CMD_DI', 'N_PRE_V4007_HMI_CMD_DO']"
H504.09,H504.09,H,504.09,V4008_HMI_CMD,"""RHT4 Cold Water valve HMI CMD""",BOOL,BOTH,EXT_H_array[504].09,"['N_PRE_V4008_HMI_CMD', 'N_PRE_V4008_HMI_CMD_DI', 'N_PRE_V4008_HMI_CMD_DO']"
H504.11,H504.11,H,504.11,V4010_HMI_CMD,"""PRT4 Acid Dosing Valve HMI CMD""",BOOL,BOTH,EXT_H_array[504].11,"['N_PRE_V4010_HMI_CMD', 'N_PRE_V4010_HMI_CMD_DI', 'N_PRE_V4010_HMI_CMD_DO']"
